order_id,order_date,delivery_date,customer_id,product_name,category,region,city,quantity,unit_price,discount,revenue,profit,payment_method,order_status,delivery_days
ORD-100028,2023-04-30,2023-05-04,CUST-7755,Sunscreen SPF50,Beauty,East,Ranchi,4,2662.99,0.34,7030.29,3162.97,UPI,Delivered,4
ORD-100029,2024-08-21,2024-08-26,CUST-8541,Casual Sneakers,Clothing,West,Pune,1,1552.99,0.13,1351.1,338.34,Debit Card,Delivered,5
ORD-100030,2023-07-26,2023-08-02,CUST-7548,Coffee Maker,Home & Kitchen,South,Chennai,4,8647.42,0.11,30784.82,9014.03,COD,Cancelled,7
ORD-100031,2023-12-09,2023-12-16,CUST-9379,Pressure Cooker,Home & Kitchen,North,Lucknow,3,2484.67,0.01,7379.47,-581.83,UPI,Returned,7
ORD-100032,2023-02-08,2023-02-15,CUST-2146,Zero to One,Books,South,Hyderabad,4,138.95,0.0,555.8,-71.38,Debit Card,Returned,7
ORD-100033,2022-09-18,2022-09-23,CUST-7211,Badminton Racket,Sports & Fitness,North,Lucknow,4,5168.8,0.11,18400.93,-1350.93,Credit Card,Returned,5
ORD-100034,2023-10-22,2023-10-31,CUST-8244,Cycling Helmet,Sports & Fitness,East,Guwahati,1,5568.78,0.11,4956.21,-291.45,Credit Card,Returned,9
ORD-100035,2023-04-27,2023-05-03,CUST-4262,Gym Gloves,Sports & Fitness,South,Chennai,5,2980.11,0.12,13112.48,3367.84,Credit Card,Delivered,6
ORD-100036,2023-02-03,2023-02-11,CUST-7547,iPhone 14,Electronics,South,Kochi,1,55402.38,0.16,46538.0,-1766.6,Credit Card,Returned,8
ORD-100037,2022-09-06,2022-09-15,CUST-8612,Men's T-Shirt,Clothing,North,Chandigarh,5,1327.55,0.16,5575.71,1801.16,COD,Delivered,9
ORD-100038,2024-07-02,2024-07-06,CUST-8373,Cycling Helmet,Sports & Fitness,East,Guwahati,5,6202.99,0.15,26362.71,-2101.26,Debit Card,Returned,4
ORD-100039,2023-11-19,2023-11-26,CUST-2320,Sports Shoes,Clothing,West,Pune,1,1589.61,0.25,1192.21,331.23,Credit Card,Cancelled,7
ORD-100040,2024-08-12,2024-08-20,CUST-4388,Saree,Clothing,West,Pune,1,3619.17,0.15,3076.29,896.2,Net Banking,Delivered,8
ORD-100041,2024-03-09,2024-03-17,CUST-9947,Zero to One,Books,North,Agra,1,441.34,0.33,295.7,96.92,COD,Cancelled,8
ORD-100042,2024-04-08,2024-04-12,CUST-3091,Formal Shirt,Clothing,South,Hyderabad,1,2347.43,0.14,2018.79,-205.09,COD,Returned,4
ORD-100043,2024-08-03,2024-08-07,CUST-5262,Yoga Mat,Sports & Fitness,West,Nagpur,1,5730.04,0.03,5558.14,1210.9,Net Banking,Delivered,4
ORD-100044,2024-05-13,2024-05-19,CUST-8705,Coffee Maker,Home & Kitchen,West,Ahmedabad,4,4519.01,0.1,16268.44,4921.77,UPI,Delivered,6
ORD-100045,2022-03-05,2022-03-10,CUST-1333,Kajal,Beauty,North,Lucknow,1,749.24,0.27,546.95,236.46,COD,Delivered,5
ORD-100046,2023-06-09,2023-06-16,CUST-2876,Saree,Clothing,South,Kochi,5,3445.46,0.33,11542.29,3579.32,Credit Card,Delivered,7
ORD-100047,2022-06-05,2022-06-10,CUST-5941,Air Fryer,Home & Kitchen,North,Lucknow,4,7569.2,0.14,26038.05,7188.63,COD,Delivered,5
ORD-100048,2022-01-26,2022-02-03,CUST-2729,Logitech Mouse,Electronics,North,Lucknow,3,48413.33,0.02,142335.19,-4914.07,Net Banking,Returned,8
ORD-100049,2024-09-17,2024-09-26,CUST-5397,LED Bulb Pack,Home & Kitchen,South,Kochi,5,2453.55,0.34,8096.71,-549.56,Debit Card,Returned,9
ORD-100050,2023-11-20,2023-11-22,CUST-6325,Women's Kurta,Clothing,East,Guwahati,4,1445.16,0.2,4624.51,-469.68,Credit Card,Returned,2
ORD-100051,2022-01-21,2022-01-31,CUST-2402,Wings of Fire,Books,East,Patna,5,405.3,0.25,1519.88,492.75,Credit Card,Delivered,10
ORD-100052,2022-02-05,2022-02-08,CUST-4630,Shampoo,Beauty,West,Nagpur,4,2297.68,0.23,7076.85,2854.43,Net Banking,Delivered,3
ORD-100053,2023-11-09,2023-11-16,CUST-5438,Lipstick,Beauty,East,Ranchi,5,1169.16,0.19,4735.1,-556.27,Debit Card,Returned,7
ORD-100054,2023-01-28,2023-02-02,CUST-5530,Coffee Maker,Home & Kitchen,North,Jaipur,5,4238.01,0.33,14197.33,-1164.03,COD,Returned,5
ORD-100055,2022-01-29,2022-02-08,CUST-5494,Cycling Helmet,Sports & Fitness,East,Kolkata,3,8358.76,0.08,23070.18,4451.26,UPI,Delivered,10
ORD-100056,2023-08-06,2023-08-15,CUST-8216,HP Printer,Electronics,East,Bhubaneswar,4,57769.4,0.04,221834.5,-5629.41,Debit Card,Returned,9
ORD-100057,2022-04-20,2022-04-24,CUST-5978,Men's T-Shirt,Clothing,East,Guwahati,1,835.21,0.14,718.28,183.43,UPI,Delivered,4
ORD-100058,2024-07-11,2024-07-20,CUST-8025,Women's Kurta,Clothing,West,Nagpur,5,3100.8,0.08,14263.68,4538.13,Debit Card,Delivered,9
ORD-100059,2023-03-09,2023-03-15,CUST-3573,Cycling Helmet,Sports & Fitness,North,Agra,1,9608.07,0.33,6437.41,1260.31,Credit Card,Delivered,6
ORD-100060,2022-03-08,2022-03-13,CUST-5632,Leggings,Clothing,North,Jaipur,4,311.58,0.24,947.2,294.38,Net Banking,Delivered,5
ORD-100061,2022-11-02,2022-11-08,CUST-2169,Dell Laptop,Electronics,East,Ranchi,2,59844.29,0.15,101735.29,11205.02,UPI,Delivered,6
ORD-100062,2024-10-21,2024-10-31,CUST-8172,Sports Shoes,Clothing,East,Guwahati,3,883.46,0.24,2014.29,-227.8,UPI,Returned,10
ORD-100063,2022-02-12,2022-02-18,CUST-1659,Yoga Mat,Sports & Fitness,West,Ahmedabad,1,6115.39,0.03,5931.93,1608.69,Credit Card,Cancelled,6
ORD-100064,2022-07-06,2022-07-15,CUST-7690,Deep Work,Books,West,Ahmedabad,5,262.34,0.15,1114.94,457.44,Debit Card,Delivered,9
ORD-100065,2022-03-17,2022-03-26,CUST-6153,Air Fryer,Home & Kitchen,South,Hyderabad,4,5468.06,0.1,19685.02,5942.15,Debit Card,Delivered,9
ORD-100066,2024-04-26,2024-04-28,CUST-9494,Air Fryer,Home & Kitchen,West,Nagpur,1,10758.07,0.23,8283.71,2127.01,Debit Card,Delivered,2
ORD-100067,2024-09-19,2024-09-22,CUST-4920,Gym Gloves,Sports & Fitness,West,Mumbai,5,2193.87,0.05,10420.88,2123.81,Credit Card,Delivered,3
ORD-100068,2024-08-03,2024-08-06,CUST-9165,Water Bottle,Home & Kitchen,North,Agra,2,5421.28,0.35,7047.66,2101.95,Debit Card,Delivered,3
ORD-100069,2023-01-26,2023-02-05,CUST-2143,Football,Sports & Fitness,West,Surat,2,9805.4,0.16,16473.07,3121.06,Debit Card,Delivered,10
ORD-100070,2024-09-29,2024-10-03,CUST-9824,Data Science Handbook,Books,East,Kolkata,3,353.56,0.29,753.08,-84.22,Net Banking,Returned,4
ORD-100071,2024-02-24,2024-02-29,CUST-1715,Curtains,Home & Kitchen,West,Surat,2,12139.51,0.34,16024.15,-1070.8,Debit Card,Returned,5
ORD-100072,2024-10-25,2024-11-01,CUST-8213,Conditioner,Beauty,West,Surat,2,2965.4,0.17,4922.56,1583.41,UPI,Delivered,7
ORD-100073,2023-06-27,2023-07-04,CUST-7512,Gym Gloves,Sports & Fitness,North,Jaipur,2,4216.79,0.03,8180.57,2070.93,UPI,Cancelled,7
ORD-100074,2022-05-21,2022-05-26,CUST-4727,Water Bottle,Home & Kitchen,West,Ahmedabad,4,8222.03,0.31,22692.8,4539.03,UPI,Delivered,5
ORD-100075,2022-04-25,2022-05-01,CUST-7141,Atomic Habits,Books,North,Chandigarh,3,248.73,0.32,507.41,145.81,Net Banking,Delivered,6
ORD-100076,2024-02-23,2024-02-28,CUST-3344,Saree,Clothing,West,Nagpur,2,3503.46,0.06,6586.5,-505.95,Credit Card,Returned,5
ORD-100077,2022-11-20,2022-11-23,CUST-6661,Let Us C,Books,West,Ahmedabad,4,699.16,0.32,1901.72,-221.6,COD,Returned,3
ORD-100078,2022-08-07,2022-08-12,CUST-6881,Wall Clock,Home & Kitchen,East,Guwahati,2,11018.89,0.35,14324.56,-1253.0,COD,Returned,5
ORD-100079,2022-04-11,2022-04-20,CUST-4770,Bedsheet Set,Home & Kitchen,North,Chandigarh,5,3712.35,0.3,12993.22,3679.3,COD,Delivered,9
ORD-100080,2022-03-22,2022-03-28,CUST-1546,Coffee Maker,Home & Kitchen,South,Coimbatore,2,3407.02,0.22,5314.95,-473.85,COD,Returned,6
ORD-100081,2024-01-20,2024-01-30,CUST-5465,Blender,Home & Kitchen,North,Lucknow,4,4381.0,0.06,16472.56,3472.45,Credit Card,Cancelled,10
ORD-100082,2023-04-08,2023-04-16,CUST-6992,LED Bulb Pack,Home & Kitchen,East,Patna,4,10493.18,0.34,27702.0,5866.31,UPI,Cancelled,8
ORD-100083,2024-02-20,2024-02-27,CUST-4830,Python Crash Course,Books,East,Ranchi,3,210.23,0.24,479.32,185.77,Net Banking,Delivered,7
ORD-100084,2023-09-11,2023-09-19,CUST-3290,Logitech Mouse,Electronics,East,Ranchi,1,20700.68,0.22,16146.53,1716.13,UPI,Delivered,8
ORD-100085,2024-05-08,2024-05-12,CUST-2622,Sony Headphones,Electronics,West,Mumbai,5,9649.09,0.05,45833.18,-1454.4,Net Banking,Returned,4
ORD-100086,2024-01-13,2024-01-16,CUST-9920,Protein Powder,Sports & Fitness,East,Kolkata,2,6963.75,0.16,11699.1,3159.41,Debit Card,Delivered,3
ORD-100087,2022-02-13,2022-02-15,CUST-4990,Realme Watch,Electronics,East,Bhubaneswar,4,87169.41,0.03,338217.31,31853.67,Credit Card,Delivered,2
ORD-100088,2022-10-30,2022-11-01,CUST-3370,Cricket Bat,Sports & Fitness,North,Agra,2,2229.14,0.28,3209.96,636.53,Credit Card,Delivered,2
ORD-100089,2023-05-03,2023-05-10,CUST-3854,Football,Sports & Fitness,South,Chennai,1,6677.36,0.05,6343.49,1337.36,Debit Card,Delivered,7
ORD-100090,2024-11-17,2024-11-20,CUST-9254,MacBook Air,Electronics,West,Nagpur,1,11113.79,0.17,9224.45,-335.8,Credit Card,Returned,3
ORD-100091,2024-04-02,2024-04-10,CUST-9032,Yoga Mat,Sports & Fitness,East,Guwahati,1,6503.74,0.02,6373.67,1420.68,Net Banking,Delivered,8
ORD-100092,2023-10-28,2023-11-05,CUST-9692,Samsung Galaxy S23,Electronics,East,Ranchi,2,14200.71,0.1,25561.28,2923.9,Debit Card,Cancelled,8
ORD-100093,2023-03-17,2023-03-25,CUST-4743,Deep Work,Books,West,Mumbai,1,812.79,0.3,568.95,-65.57,Net Banking,Returned,8
ORD-100094,2024-02-06,2024-02-10,CUST-2099,LED Bulb Pack,Home & Kitchen,West,Surat,3,9538.04,0.15,24322.0,-1973.67,UPI,Returned,4
ORD-100095,2023-11-07,2023-11-10,CUST-6793,Samsung Galaxy S23,Electronics,West,Mumbai,3,67267.42,0.28,145297.63,-4825.59,Net Banking,Returned,3
ORD-100096,2024-09-14,2024-09-19,CUST-6736,Face Serum,Beauty,East,Ranchi,1,1005.1,0.2,804.08,284.08,COD,Delivered,5
ORD-100097,2022-02-23,2022-03-01,CUST-3955,Air Fryer,Home & Kitchen,East,Ranchi,4,3093.84,0.3,8662.75,2643.43,Debit Card,Delivered,6
ORD-100098,2022-10-18,2022-10-20,CUST-9691,Foundation,Beauty,East,Patna,2,116.71,0.2,186.74,72.29,Credit Card,Delivered,2
ORD-100099,2022-06-23,2022-06-25,CUST-3579,The Alchemist,Books,West,Ahmedabad,3,240.67,0.25,541.51,218.93,COD,Delivered,2
ORD-100100,2023-03-18,2023-03-28,CUST-6655,Samsung Galaxy S23,Electronics,East,Guwahati,4,59911.54,0.21,189320.47,19666.77,Net Banking,Delivered,10
ORD-100101,2022-04-23,2022-04-25,CUST-5938,Sony Headphones,Electronics,West,Nagpur,1,60373.8,0.08,55543.9,7290.33,Credit Card,Delivered,2
ORD-100102,2024-02-18,2024-02-28,CUST-9196,Sports Shoes,Clothing,East,Patna,4,862.93,0.26,2554.27,688.62,COD,Delivered,10
ORD-100103,2022-06-09,2022-06-16,CUST-8033,Moisturizer,Beauty,North,Chandigarh,1,2598.12,0.15,2208.4,878.4,COD,Cancelled,7
ORD-100104,2024-07-31,2024-08-07,CUST-8155,The Alchemist,Books,East,Kolkata,3,463.53,0.06,1307.15,564.19,UPI,Delivered,7
ORD-100105,2022-12-11,2022-12-14,CUST-2868,Winter Jacket,Clothing,West,Nagpur,3,668.64,0.26,1484.38,409.72,COD,Cancelled,3
ORD-100106,2023-02-09,2023-02-13,CUST-3504,Cricket Bat,Sports & Fitness,East,Patna,2,7327.32,0.08,13482.27,2556.84,UPI,Cancelled,4
ORD-100107,2023-10-24,2023-10-31,CUST-8205,Formal Shirt,Clothing,West,Nagpur,4,3870.42,0.24,11766.08,4335.64,UPI,Delivered,7
ORD-100108,2024-07-14,2024-07-16,CUST-7041,SQL Cookbook,Books,East,Patna,3,631.28,0.18,1552.95,511.95,Debit Card,Delivered,2
ORD-100109,2023-01-21,2023-01-28,CUST-8792,Samsung Galaxy S23,Electronics,West,Surat,1,52648.32,0.16,44224.59,5433.93,COD,Cancelled,7
ORD-100110,2022-12-20,2022-12-22,CUST-8172,Men's T-Shirt,Clothing,West,Mumbai,3,4110.54,0.34,8138.87,2090.11,Net Banking,Delivered,2
ORD-100111,2022-04-18,2022-04-25,CUST-6401,Skipping Rope,Sports & Fitness,South,Hyderabad,3,3852.95,0.14,9940.61,2509.47,UPI,Delivered,7
ORD-100112,2022-10-17,2022-10-24,CUST-7421,Protein Powder,Sports & Fitness,East,Patna,5,7291.59,0.31,25155.99,5240.9,Credit Card,Delivered,7
ORD-100113,2024-12-14,2024-12-17,CUST-9331,Dumbbells Set,Sports & Fitness,East,Ranchi,3,3890.46,0.28,8403.39,-610.12,Debit Card,Returned,3
ORD-100114,2023-04-09,2023-04-13,CUST-2264,Boat Earbuds,Electronics,East,Bhubaneswar,3,85653.07,0.33,172162.67,18480.11,Debit Card,Delivered,4
ORD-100115,2022-11-29,2022-12-03,CUST-3712,HP Printer,Electronics,North,Lucknow,5,78997.96,0.05,375240.31,38305.49,Net Banking,Cancelled,4
ORD-100116,2024-07-08,2024-07-13,CUST-4918,Realme Watch,Electronics,East,Bhubaneswar,5,87292.39,0.1,392815.76,47110.3,Debit Card,Cancelled,5
ORD-100117,2024-10-26,2024-11-05,CUST-3655,Wings of Fire,Books,East,Ranchi,4,985.0,0.27,2876.2,-349.03,Credit Card,Returned,10
ORD-100118,2024-11-22,2024-11-25,CUST-2374,Resistance Bands,Sports & Fitness,East,Kolkata,3,6482.55,0.19,15752.6,2918.31,Credit Card,Delivered,3
ORD-100119,2022-02-24,2022-03-04,CUST-7495,LED Bulb Pack,Home & Kitchen,South,Kochi,2,1372.93,0.29,1949.56,575.27,COD,Delivered,8
ORD-100120,2023-11-18,2023-11-22,CUST-1627,Coffee Maker,Home & Kitchen,West,Mumbai,1,4997.88,0.11,4448.11,921.19,Debit Card,Delivered,4
ORD-100121,2022-11-03,2022-11-13,CUST-9647,Rich Dad Poor Dad,Books,West,Surat,1,652.81,0.01,646.28,203.26,Net Banking,Cancelled,10
ORD-100122,2024-07-25,2024-07-28,CUST-9189,Sony Headphones,Electronics,South,Hyderabad,2,11843.5,0.15,20133.95,2458.5,COD,Delivered,3
ORD-100123,2024-05-03,2024-05-07,CUST-9576,Yoga Mat,Sports & Fitness,South,Bangalore,1,3053.47,0.22,2381.71,474.09,Debit Card,Delivered,4
ORD-100124,2023-06-04,2023-06-06,CUST-2106,HP Printer,Electronics,North,Chandigarh,1,78725.5,0.22,61405.89,8049.69,Debit Card,Delivered,2
ORD-100125,2024-08-09,2024-08-18,CUST-3209,Women's Kurta,Clothing,East,Bhubaneswar,5,507.38,0.12,2232.47,747.86,UPI,Delivered,9
ORD-100126,2023-09-28,2023-10-08,CUST-9897,Conditioner,Beauty,North,Lucknow,2,683.61,0.31,943.38,-105.23,Net Banking,Returned,10
ORD-100127,2022-09-12,2022-09-19,CUST-7553,Pressure Cooker,Home & Kitchen,South,Hyderabad,1,4768.27,0.3,3337.79,-233.49,Net Banking,Returned,7
ORD-100128,2022-06-19,2022-06-27,CUST-8055,Data Science Handbook,Books,South,Kochi,3,721.86,0.32,1472.59,534.67,COD,Delivered,8
ORD-100129,2024-05-22,2024-05-26,CUST-6759,Leggings,Clothing,East,Patna,3,781.21,0.23,1804.6,-155.87,Net Banking,Returned,4
ORD-100130,2024-01-15,2024-01-25,CUST-1510,Boat Earbuds,Electronics,West,Ahmedabad,1,57911.77,0.03,56174.42,6437.62,Credit Card,Delivered,10
ORD-100131,2022-03-08,2022-03-12,CUST-7077,Gym Gloves,Sports & Fitness,North,Jaipur,3,857.89,0.13,2239.09,-181.33,Debit Card,Returned,4
ORD-100132,2022-08-21,2022-08-23,CUST-9176,Atomic Habits,Books,South,Coimbatore,3,429.25,0.23,991.57,317.24,COD,Delivered,2
ORD-100133,2024-10-02,2024-10-07,CUST-3223,Deep Work,Books,North,Lucknow,4,796.47,0.08,2931.01,1107.63,UPI,Delivered,5
ORD-100134,2023-08-18,2023-08-24,CUST-3852,Rich Dad Poor Dad,Books,West,Mumbai,3,828.46,0.23,1913.74,753.11,Debit Card,Delivered,6
ORD-100135,2024-01-26,2024-02-04,CUST-3126,Cricket Bat,Sports & Fitness,North,Jaipur,2,7961.24,0.28,11464.19,2036.37,COD,Cancelled,9
ORD-100136,2022-06-01,2022-06-05,CUST-2215,Samsung Galaxy S23,Electronics,East,Guwahati,4,89962.96,0.18,295078.51,35680.86,Net Banking,Delivered,4
ORD-100137,2022-09-22,2022-09-30,CUST-1907,Deep Work,Books,East,Bhubaneswar,5,889.16,0.22,3467.72,1071.92,UPI,Cancelled,8
ORD-100138,2023-08-05,2023-08-08,CUST-4216,Resistance Bands,Sports & Fitness,East,Bhubaneswar,2,1786.28,0.12,3143.85,845.98,COD,Delivered,3
ORD-100139,2022-11-12,2022-11-16,CUST-6531,Blender,Home & Kitchen,East,Ranchi,5,7027.52,0.22,27407.33,7188.46,COD,Cancelled,4
ORD-100140,2024-05-03,2024-05-05,CUST-9938,iPhone 14,Electronics,North,Delhi,5,85419.67,0.09,388659.5,-10974.05,Debit Card,Returned,2
ORD-100141,2022-05-03,2022-05-07,CUST-7809,Foundation,Beauty,West,Pune,4,2432.6,0.1,8757.36,-862.08,Net Banking,Returned,4
ORD-100142,2024-03-27,2024-03-31,CUST-9437,Wings of Fire,Books,East,Ranchi,3,228.3,0.26,506.83,211.72,COD,Delivered,4
ORD-100143,2023-08-18,2023-08-26,CUST-7850,Boat Earbuds,Electronics,South,Kochi,4,11903.45,0.09,43328.56,3840.95,Credit Card,Cancelled,8
ORD-100144,2023-09-24,2023-10-03,CUST-2475,Casual Sneakers,Clothing,East,Bhubaneswar,4,3885.67,0.35,10102.74,3135.43,Net Banking,Delivered,9
ORD-100145,2024-08-21,2024-08-27,CUST-1133,Gym Gloves,Sports & Fitness,South,Bangalore,1,5915.77,0.02,5797.45,1301.47,UPI,Cancelled,6
ORD-100146,2023-02-03,2023-02-10,CUST-5728,Rich Dad Poor Dad,Books,East,Patna,3,786.47,0.02,2312.22,666.35,UPI,Cancelled,7
ORD-100147,2022-07-18,2022-07-26,CUST-6555,Deep Work,Books,West,Nagpur,5,350.75,0.24,1332.85,398.54,COD,Delivered,8
ORD-100148,2023-11-14,2023-11-23,CUST-8487,Blender,Home & Kitchen,South,Coimbatore,5,6715.77,0.01,33243.06,6660.53,Credit Card,Cancelled,9
ORD-100149,2023-09-05,2023-09-12,CUST-9351,Skipping Rope,Sports & Fitness,South,Hyderabad,3,9326.41,0.06,26300.48,7207.95,COD,Cancelled,7
ORD-100150,2024-05-03,2024-05-09,CUST-8775,Zero to One,Books,East,Guwahati,3,833.17,0.12,2199.57,654.45,Debit Card,Delivered,6
ORD-100151,2024-02-18,2024-02-22,CUST-1517,Face Wash,Beauty,South,Chennai,2,1791.22,0.18,2937.6,1306.68,COD,Delivered,4
ORD-100152,2024-04-20,2024-04-30,CUST-8726,Sunscreen SPF50,Beauty,South,Chennai,4,1378.01,0.05,5236.44,2300.32,UPI,Cancelled,10
ORD-100153,2022-12-21,2022-12-30,CUST-6608,Hair Oil,Beauty,South,Coimbatore,4,1041.64,0.18,3416.58,1269.18,COD,Cancelled,9
ORD-100154,2023-09-02,2023-09-08,CUST-9011,Bedsheet Set,Home & Kitchen,West,Pune,3,12452.92,0.2,29887.01,6610.56,Debit Card,Delivered,6
ORD-100155,2023-12-08,2023-12-12,CUST-1689,Data Science Handbook,Books,East,Patna,5,208.69,0.13,907.8,396.55,Debit Card,Delivered,4
ORD-100156,2023-07-10,2023-07-20,CUST-3249,Sunscreen SPF50,Beauty,East,Guwahati,4,2001.32,0.07,7444.91,3454.67,UPI,Delivered,10
ORD-100157,2022-07-25,2022-08-02,CUST-8739,Cycling Helmet,Sports & Fitness,South,Bangalore,5,696.5,0.08,3203.9,635.28,UPI,Delivered,8
ORD-100158,2024-09-01,2024-09-10,CUST-5706,Hair Oil,Beauty,North,Agra,2,2934.94,0.14,5048.1,2439.78,Debit Card,Delivered,9
ORD-100159,2022-12-27,2022-12-29,CUST-9116,Pressure Cooker,Home & Kitchen,North,Agra,1,3171.42,0.32,2156.57,-139.49,Credit Card,Returned,2
ORD-100160,2023-08-06,2023-08-15,CUST-9590,Foundation,Beauty,North,Delhi,5,964.34,0.04,4628.83,2277.1,Net Banking,Cancelled,9
ORD-100161,2023-06-11,2023-06-15,CUST-6523,Leggings,Clothing,West,Ahmedabad,1,1205.21,0.12,1060.58,368.4,Debit Card,Delivered,4
ORD-100162,2022-06-27,2022-07-05,CUST-4027,Cricket Bat,Sports & Fitness,South,Coimbatore,4,8589.24,0.29,24393.44,5525.8,Credit Card,Delivered,8
ORD-100163,2023-11-07,2023-11-13,CUST-1187,Data Science Handbook,Books,South,Chennai,2,333.71,0.16,560.63,180.93,Debit Card,Cancelled,6
ORD-100164,2024-10-26,2024-11-01,CUST-5833,Moisturizer,Beauty,South,Chennai,4,2035.58,0.11,7246.66,2811.52,Debit Card,Delivered,6
ORD-100165,2024-05-01,2024-05-11,CUST-9806,Cricket Bat,Sports & Fitness,South,Bangalore,4,4885.18,0.26,14460.13,-1021.93,Credit Card,Returned,10
ORD-100166,2022-05-07,2022-05-17,CUST-4312,Ethnic Dress,Clothing,North,Agra,3,2398.72,0.03,6980.28,2261.5,COD,Cancelled,10
ORD-100167,2024-09-28,2024-10-01,CUST-8298,Resistance Bands,Sports & Fitness,South,Hyderabad,4,8572.96,0.04,32920.17,6437.21,UPI,Cancelled,3
ORD-100168,2022-02-14,2022-02-22,CUST-1049,Rich Dad Poor Dad,Books,West,Surat,5,606.52,0.16,2547.38,1042.15,Credit Card,Delivered,8
ORD-100169,2022-05-22,2022-05-31,CUST-5703,Dumbbells Set,Sports & Fitness,North,Chandigarh,1,3575.38,0.19,2896.06,524.26,Net Banking,Delivered,9
